title	url	agency	description	format	update_frequency	cost	license
Chart NZ 5121 Cavalli Passage	https://data.linz.govt.nz/layer/1304-chart-nz-5121-cavalli-passage/	Land Information New Zealand	<p>Raster chart image of: NZ 5121 Cavalli Passage<br /></p><p>This data was compiled for the use at the following scale: 1:20000<br /></p><p>File reference: NZ512101<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/hydro/charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/hydro/charts/chart-symbols-terms-abbreviations">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/hydro/regulation/">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 5124 Plans in the Bay of Islands: Approaches to Opua	https://data.linz.govt.nz/layer/1396-chart-nz-5124-plans-in-the-bay-of-islands-approaches-to-opua/	Land Information New Zealand	<p>Raster chart image of: NZ 5124 Plans in the Bay of Islands: Approaches to Opua<br /></p><p>This data was compiled for the use at the following scale: 1:15000<br /></p><p>File reference: NZ5124<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/sea/charts/paper-charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/sea/charts/paper-charts/symbols-terms-abbreviations-used-charts">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/sea/charts/hydrographic-standards-technical-specifications">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 5124 Plans in the Bay of Islands: Kerikeri Inlet and Te Puna Inlet	https://data.linz.govt.nz/layer/1543-chart-nz-5124-plans-in-the-bay-of-islands-kerikeri-inlet-and-te-puna-inlet/	Land Information New Zealand	<p>Raster chart image of: NZ 5124 Plans in the Bay of Islands: Kerikeri Inlet and Te Puna Inlet<br /></p><p>This data was compiled for the use at the following scale: 1:25000<br /></p><p>File reference: NZ5124<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/sea/charts/paper-charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/sea/charts/paper-charts/symbols-terms-abbreviations-used-charts">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/sea/charts/hydrographic-standards-technical-specifications">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 5124 Plans in the Bay of Islands: Opua Wharf	https://data.linz.govt.nz/layer/1494-chart-nz-5124-plans-in-the-bay-of-islands-opua-wharf/	Land Information New Zealand	<p>Raster chart image of: NZ 5124 Plans in the Bay of Islands: Opua Wharf<br /></p><p>This data was compiled for the use at the following scale: 1:6000<br /></p><p>File reference: NZ5124<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/sea/charts/paper-charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/sea/charts/paper-charts/symbols-terms-abbreviations-used-charts">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/sea/charts/hydrographic-standards-technical-specifications">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 5125 Bay of Islands	https://data.linz.govt.nz/layer/1306-chart-nz-5125-bay-of-islands/	Land Information New Zealand	<p>Raster chart image of: NZ 5125 Bay of Islands<br /></p><p>This data was compiled for the use at the following scale: 1:25000<br /></p><p>File reference: NZ5125<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/sea/charts/paper-charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/sea/charts/paper-charts/symbols-terms-abbreviations-used-charts">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/sea/charts/hydrographic-standards-technical-specifications">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 52 Cape Brett to Cuvier Island	https://data.linz.govt.nz/layer/1246-chart-nz-52-cape-brett-to-cuvier-island/	Land Information New Zealand	<p>Raster chart image of: NZ 52 Cape Brett to Cuvier Island<br /></p><p>This data was compiled for the use at the following scale: 1:200000<br /></p><p>File reference: NZ5201<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/hydro/charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/hydro/charts/chart-symbols-terms-abbreviations">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/hydro/regulation/">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 521 Cape Brett to Bream Tail	https://data.linz.govt.nz/layer/1274-chart-nz-521-cape-brett-to-bream-tail/	Land Information New Zealand	<p>Raster chart image of: NZ 521 Cape Brett to Bream Tail<br /></p><p>This data was compiled for the use at the following scale: 1:100000<br /></p><p>File reference: NZ52101<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/hydro/charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/hydro/charts/chart-symbols-terms-abbreviations">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/hydro/regulation/">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 5212 Plans between Whangamumu and Omaha Cove: Omaha Cove	https://data.linz.govt.nz/layer/1395-chart-nz-5212-plans-between-whangamumu-and-omaha-cove-omaha-cove/	Land Information New Zealand	<p>Raster chart image of: NZ 5212 Plans between Whangamumu and Omaha Cove: Omaha Cove<br /></p><p>This data was compiled for the use at the following scale: 1:6000<br /></p><p>File reference: NZ521201<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/hydro/charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/hydro/charts/chart-symbols-terms-abbreviations">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/hydro/regulation/">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 5212 Plans between Whangamumu and Omaha Cove: Tutukaka Harbour	https://data.linz.govt.nz/layer/1478-chart-nz-5212-plans-between-whangamumu-and-omaha-cove-tutukaka-harbour/	Land Information New Zealand	<p>Raster chart image of: NZ 5212 Plans between Whangamumu and Omaha Cove: Tutukaka Harbour<br /></p><p>This data was compiled for the use at the following scale: 1:12000<br /></p><p>File reference: NZ521203<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/hydro/charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/hydro/charts/chart-symbols-terms-abbreviations">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/hydro/regulation/">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
Chart NZ 5212 Plans between Whangamumu and Omaha Cove: Whangamumu Harbour	https://data.linz.govt.nz/layer/1544-chart-nz-5212-plans-between-whangamumu-and-omaha-cove-whangamumu-harbour/	Land Information New Zealand	<p>Raster chart image of: NZ 5212 Plans between Whangamumu and Omaha Cove: Whangamumu Harbour<br /></p><p>This data was compiled for the use at the following scale: 1:12000<br /></p><p>File reference: NZ521202<br /></p><p>THIS DATA DOES NOT REPLACE NAUTICAL CHARTS AND MUST NOT TO BE USED FOR NAVIGATION.<br /></p><p>The hydrographic raster data made available through the LINZ Data Service is based on the Paper Navigational Charts published and maintained by the New Zealand Hydrographic Authority at Land Information New Zealand (LINZ).<br /></p><p>The online New Zealand Chart Catalogue provides more detailed and the most up to date information about New Zealand charts: <a href="http://www.linz.govt.nz/hydro/charts/nz202-chart-catalogue">New Zealand Chart Catalogue</a><br /></p><p>Information on symbols and abbreviations used on nautical charts: <a href="http://www.linz.govt.nz/hydro/charts/chart-symbols-terms-abbreviations">Symbols and Abbreviations</a><br /></p><p>Hydrographic standards and specifications for nautical charts and publications: <a href="http://www.linz.govt.nz/hydro/regulation/">Standards and Specifications</a></p>	kml/shp,other geo,api	Other-Unknown	No	Creative Commons Attribution 3.0 New Zealand licence
